#Conjunto de datos Exportar - TEMPERATURA.TAMN2_MN_D@26055120;
Sello de tiempo (UTC-05:00);Valor (°C)
2007-02-16 07:00:00;19,899999999999977
2007-02-17 07:00:00;17,399999999999977
2007-02-18 07:00:00;18,899999999999977
2007-02-19 07:00:00;18,5
2007-02-20 07:00:00;17,69999999999999
2007-02-21 07:00:00;16,399999999999977
2007-02-22 07:00:00;17
2007-02-23 07:00:00;16,899999999999977
2007-02-24 07:00:00;16,80000000000001
2007-02-25 07:00:00;19,600000000000023
2007-02-26 07:00:00;20
2007-02-27 07:00:00;19,100000000000023
2007-02-28 07:00:00;19,5
2007-03-01 07:00:00;20,19999999999999
2007-03-01 07:00:01;NaN
2007-03-03 06:59:59;NaN
2007-03-03 07:00:00;18,899999999999977
2007-03-04 07:00:00;21,399999999999977
2007-03-05 07:00:00;19,19999999999999
2007-03-06 07:00:00;17,600000000000023
2007-03-07 07:00:00;20
2007-03-08 07:00:00;19,600000000000023
2007-03-09 07:00:00;19,899999999999977
2007-03-10 07:00:00;19,899999999999977
2007-03-11 07:00:00;20,30000000000001
2007-03-12 07:00:00;20,100000000000023
2007-03-13 07:00:00;20,5
2007-03-14 07:00:00;19,600000000000023
2007-03-14 07:00:01;NaN
2007-03-16 06:59:59;NaN
2007-03-16 07:00:00;19,5
2007-03-16 07:00:01;NaN
2007-03-21 06:59:59;NaN
2007-03-21 07:00:00;20,19999999999999
2007-03-22 07:00:00;20,899999999999977
2007-03-22 07:00:01;NaN
2007-03-24 06:59:59;NaN
2007-03-24 07:00:00;20,100000000000023
2007-03-25 07:00:00;20,19999999999999
2007-03-26 07:00:00;17,69999999999999
2007-03-27 07:00:00;19,600000000000023
2007-03-28 07:00:00;19,19999999999999
2007-03-29 07:00:00;19,899999999999977
2007-03-30 07:00:00;20,30000000000001
2007-03-31 07:00:00;19,19999999999999
2007-04-01 07:00:00;20,30000000000001
2007-04-02 07:00:00;19,600000000000023
2007-04-03 07:00:00;19,80000000000001
2007-04-04 07:00:00;19,5
2007-04-05 07:00:00;19,30000000000001
2007-04-06 07:00:00;19,69999999999999
2007-04-07 07:00:00;19,19999999999999
2007-04-08 07:00:00;19,399999999999977
2007-04-09 07:00:00;18,19999999999999
2007-04-10 07:00:00;18,69999999999999
2007-04-11 07:00:00;17
2007-04-11 07:00:01;NaN
2007-04-14 06:59:59;NaN
2007-04-14 07:00:00;20
2007-04-15 07:00:00;19,30000000000001
2007-04-16 07:00:00;20,69999999999999
2007-04-17 07:00:00;18,30000000000001
2007-04-18 07:00:00;20,19999999999999
2007-04-18 07:00:01;NaN
2007-04-23 06:59:59;NaN
2007-04-23 07:00:00;19,69999999999999
2007-04-24 07:00:00;20,5
2007-04-25 07:00:00;18,69999999999999
2007-04-26 07:00:00;19,100000000000023
2007-04-27 07:00:00;18,100000000000023
2007-04-28 07:00:00;20
2007-04-29 07:00:00;20,30000000000001
2007-04-30 07:00:00;17,69999999999999
2007-05-01 07:00:00;19,100000000000023
2007-05-02 07:00:00;18,80000000000001
2007-05-03 07:00:00;20,100000000000023
2007-05-04 07:00:00;19,30000000000001
2007-05-05 07:00:00;20,30000000000001
2007-05-06 07:00:00;20
2007-05-07 07:00:00;20,30000000000001
2007-05-07 07:00:01;NaN
2007-05-09 06:59:59;NaN
2007-05-09 07:00:00;21,19999999999999
2007-05-10 07:00:00;21,5
2007-05-11 07:00:00;20,69999999999999
2007-05-12 07:00:00;22,19999999999999
2007-05-13 07:00:00;20,69999999999999
2007-05-14 07:00:00;19,30000000000001
2007-05-15 07:00:00;21,100000000000023
2007-05-16 07:00:00;21,19999999999999
2007-05-17 07:00:00;20,399999999999977
2007-05-18 07:00:00;19,600000000000023
2007-05-19 07:00:00;20
2007-05-20 07:00:00;21
2007-05-21 07:00:00;19,80000000000001
2007-05-22 07:00:00;18,899999999999977
2007-05-23 07:00:00;17
2007-05-24 07:00:00;19,80000000000001
2007-05-25 07:00:00;19,600000000000023
2007-05-26 07:00:00;19,80000000000001
2007-05-27 07:00:00;19
2007-05-28 07:00:00;19,30000000000001
2007-05-28 07:00:01;NaN
2007-06-02 06:59:59;NaN
2007-06-02 07:00:00;19,100000000000023
2007-06-03 07:00:00;19
2007-06-04 07:00:00;17,30000000000001
2007-06-05 07:00:00;19,5
2007-06-06 07:00:00;18,399999999999977
2007-06-07 07:00:00;19,600000000000023
2007-06-08 07:00:00;18,30000000000001
2007-06-09 07:00:00;18,80000000000001
2007-06-10 07:00:00;20,19999999999999
2007-06-11 07:00:00;21,100000000000023
2007-06-12 07:00:00;18,69999999999999
2007-06-13 07:00:00;18
2007-06-14 07:00:00;18,899999999999977
2007-06-15 07:00:00;20
2007-06-16 07:00:00;18,100000000000023
2007-06-17 07:00:00;19,69999999999999
2007-06-18 07:00:00;19,5
2007-06-19 07:00:00;19,399999999999977
2007-06-19 07:00:01;NaN
2007-06-22 06:59:59;NaN
2007-06-22 07:00:00;21,399999999999977
2007-06-23 07:00:00;19,399999999999977
2007-06-24 07:00:00;20,19999999999999
2007-06-25 07:00:00;20,100000000000023
2007-06-26 07:00:00;18,30000000000001
2007-06-27 07:00:00;19,100000000000023
2007-06-28 07:00:00;18,69999999999999
2007-06-29 07:00:00;20,19999999999999
2007-06-30 07:00:00;18,80000000000001
2007-07-01 07:00:00;18,100000000000023
2007-07-02 07:00:00;20,19999999999999
2007-07-03 07:00:00;17,100000000000023
2007-07-04 07:00:00;17,100000000000023
2007-07-05 07:00:00;18,19999999999999
2007-07-06 07:00:00;20,80000000000001
2007-07-07 07:00:00;19,5
2007-07-08 07:00:00;20,19999999999999
2007-07-08 07:00:01;NaN
2007-07-10 06:59:59;NaN
2007-07-10 07:00:00;19,100000000000023
2007-07-11 07:00:00;19,69999999999999
2007-07-12 07:00:00;20,600000000000023
2007-07-13 07:00:00;20,600000000000023
2007-07-14 07:00:00;20,100000000000023
2007-07-15 07:00:00;20,399999999999977
2007-07-16 07:00:00;18,80000000000001
2007-07-17 07:00:00;18,5
2007-07-18 07:00:00;20,399999999999977
2007-07-19 07:00:00;18,100000000000023
2007-07-20 07:00:00;18,899999999999977
2007-07-21 07:00:00;19,100000000000023
2007-07-22 07:00:00;19,100000000000023
2007-07-23 07:00:00;18,30000000000001
2007-07-24 07:00:00;17,5
2007-07-25 07:00:00;18,899999999999977
2007-07-26 07:00:00;17,899999999999977
2007-07-27 07:00:00;20,19999999999999
2007-07-28 07:00:00;16,600000000000023
2007-07-28 07:00:01;NaN
2007-07-30 06:59:59;NaN
2007-07-30 07:00:00;17,600000000000023
2007-07-30 07:00:01;NaN
2007-08-01 06:59:59;NaN
2007-08-01 07:00:00;18,30000000000001
2007-08-02 07:00:00;19,399999999999977
2007-08-02 07:00:01;NaN
2007-08-04 06:59:59;NaN
2007-08-04 07:00:00;19,19999999999999
2007-08-05 07:00:00;20
2007-08-06 07:00:00;19,80000000000001
2007-08-07 07:00:00;19,600000000000023
2007-08-08 07:00:00;18,899999999999977
2007-08-09 07:00:00;20,100000000000023
2007-08-10 07:00:00;19,30000000000001
2007-08-11 07:00:00;19,600000000000023
2007-08-12 07:00:00;19,80000000000001
2007-08-13 07:00:00;19,30000000000001
2007-08-14 07:00:00;19,69999999999999
2007-08-15 07:00:00;20,100000000000023
2007-08-16 07:00:00;18,19999999999999
2007-08-17 07:00:00;20,30000000000001
2007-08-18 07:00:00;17,399999999999977
2007-08-19 07:00:00;19
2007-08-20 07:00:00;20,19999999999999
2007-08-21 07:00:00;19,5
2007-08-21 07:00:01;NaN
2007-08-23 06:59:59;NaN
2007-08-23 07:00:00;19,30000000000001
2007-08-24 07:00:00;18,80000000000001
2007-08-25 07:00:00;19,100000000000023
2007-08-26 07:00:00;17,899999999999977
2007-08-27 07:00:00;19,100000000000023
2007-08-28 07:00:00;19,5
2007-08-29 07:00:00;19,100000000000023
2007-08-30 07:00:00;18
2007-08-31 07:00:00;19,100000000000023
2007-08-31 07:00:01;NaN
2007-09-02 06:59:59;NaN
2007-09-02 07:00:00;19,30000000000001
2007-09-03 07:00:00;17,19999999999999
2007-09-04 07:00:00;18,80000000000001
2007-09-05 07:00:00;19,600000000000023
2007-09-06 07:00:00;18,899999999999977
2007-09-07 07:00:00;19,100000000000023
2007-09-08 07:00:00;17,5
2007-09-09 07:00:00;20,399999999999977
2007-09-10 07:00:00;19,399999999999977
2007-09-10 07:00:01;NaN
2007-09-12 06:59:59;NaN
2007-09-12 07:00:00;17,69999999999999
2007-09-13 07:00:00;20,69999999999999
2007-09-14 07:00:00;19,69999999999999
2007-09-15 07:00:00;20
2007-09-16 07:00:00;19,30000000000001
2007-09-17 07:00:00;18,600000000000023
2007-09-18 07:00:00;18,5
2007-09-19 07:00:00;20,600000000000023
2007-09-20 07:00:00;20,399999999999977
2007-09-21 07:00:00;19,69999999999999
2007-09-22 07:00:00;18,5
2007-09-23 07:00:00;19,80000000000001
2007-09-24 07:00:00;16,399999999999977
2007-09-25 07:00:00;19
2007-09-26 07:00:00;18,30000000000001
2007-09-27 07:00:00;17,899999999999977
2007-09-28 07:00:00;19
2007-09-29 07:00:00;19,100000000000023
2007-09-30 07:00:00;17,69999999999999
2007-10-01 07:00:00;19,899999999999977
2007-10-02 07:00:00;16
2007-10-03 07:00:00;18,600000000000023
2007-10-04 07:00:00;18,399999999999977
2007-10-05 07:00:00;17,80000000000001
2007-10-06 07:00:00;18,899999999999977
2007-10-07 07:00:00;19,80000000000001
2007-10-08 07:00:00;18,30000000000001
2007-10-09 07:00:00;18,899999999999977
2007-10-10 07:00:00;16,5
2007-10-11 07:00:00;18,899999999999977
2007-10-12 07:00:00;18,5
2007-10-13 07:00:00;18,600000000000023
2007-10-14 07:00:00;19,19999999999999
2007-10-15 07:00:00;19
2007-10-16 07:00:00;18,399999999999977
2007-10-17 07:00:00;18,30000000000001
2007-10-18 07:00:00;19,899999999999977
2007-10-19 07:00:00;17,100000000000023
2007-10-20 07:00:00;17,899999999999977
2007-10-20 07:00:01;NaN
2007-10-22 06:59:59;NaN
2007-10-22 07:00:00;19,30000000000001
2007-10-23 07:00:00;17,69999999999999
2007-10-24 07:00:00;16,19999999999999
2007-10-25 07:00:00;17,19999999999999
2007-10-26 07:00:00;18,899999999999977
2007-10-27 07:00:00;18,69999999999999
2007-10-28 07:00:00;18,69999999999999
2007-10-28 07:00:01;NaN
2007-10-30 06:59:59;NaN
2007-10-30 07:00:00;18,899999999999977
2007-10-30 07:00:01;NaN
2007-11-01 06:59:59;NaN
2007-11-01 07:00:00;18,30000000000001
2007-11-02 07:00:00;19
2007-11-03 07:00:00;19
2007-11-04 07:00:00;18,899999999999977
2007-11-05 07:00:00;19,30000000000001
2007-11-06 07:00:00;18,899999999999977
2007-11-07 07:00:00;19,399999999999977
2007-11-08 07:00:00;19,100000000000023
2007-11-09 07:00:00;19,100000000000023
2007-11-10 07:00:00;18,19999999999999
2007-11-11 07:00:00;19,600000000000023
2007-11-12 07:00:00;18,69999999999999
2007-11-13 07:00:00;18,899999999999977
2007-11-14 07:00:00;19,69999999999999
2007-11-15 07:00:00;19,100000000000023
2007-11-16 07:00:00;20
2007-11-17 07:00:00;20,30000000000001
2007-11-18 07:00:00;20,600000000000023
2007-11-19 07:00:00;18,100000000000023
2007-11-20 07:00:00;17,80000000000001
2007-11-21 07:00:00;19,600000000000023
2007-11-22 07:00:00;20,30000000000001
2007-11-23 07:00:00;19,19999999999999
2007-11-24 07:00:00;19,30000000000001
2007-11-25 07:00:00;20,100000000000023
2007-11-25 07:00:01;NaN
2007-12-06 06:59:59;NaN
2007-12-06 07:00:00;17,30000000000001
2007-12-07 07:00:00;18,19999999999999
2007-12-08 07:00:00;19,100000000000023
2007-12-09 07:00:00;19,19999999999999
2007-12-09 07:00:01;NaN
2007-12-11 06:59:59;NaN
2007-12-11 07:00:00;19,5
2007-12-12 07:00:00;19,5
2007-12-13 07:00:00;19,69999999999999
2007-12-14 07:00:00;20,19999999999999
2007-12-15 07:00:00;18,30000000000001
2007-12-16 07:00:00;17,899999999999977
2007-12-17 07:00:00;18,5
2007-12-18 07:00:00;18,80000000000001
2007-12-19 07:00:00;19,19999999999999
2007-12-20 07:00:00;18,600000000000023
2007-12-21 07:00:00;19
2007-12-22 07:00:00;19,899999999999977
2007-12-23 07:00:00;20,19999999999999
2007-12-24 07:00:00;19,19999999999999
2007-12-25 07:00:00;20,5
2007-12-26 07:00:00;20,5
2007-12-27 07:00:00;19,30000000000001
2007-12-28 07:00:00;19,399999999999977
2007-12-29 07:00:00;19,69999999999999
2007-12-30 07:00:00;20,399999999999977
2007-12-31 07:00:00;19,600000000000023
2008-01-01 07:00:00;18,899999999999977
2008-01-02 07:00:00;20,19999999999999
2008-01-03 07:00:00;19,600000000000023
2008-01-04 07:00:00;18,69999999999999
2008-01-05 07:00:00;20,69999999999999
2008-01-06 07:00:00;20,600000000000023
2008-01-07 07:00:00;19,69999999999999
2008-01-08 07:00:00;20,399999999999977
2008-01-09 07:00:00;19,19999999999999
2008-01-10 07:00:00;15,100000000000023
2008-01-11 07:00:00;16,600000000000023
2008-01-12 07:00:00;17,80000000000001
2008-01-13 07:00:00;18,600000000000023
2008-01-14 07:00:00;20,30000000000001
2008-01-15 07:00:00;19,69999999999999
2008-01-16 07:00:00;19,69999999999999
2008-01-17 07:00:00;19,399999999999977
2008-01-17 07:00:01;NaN
2008-01-19 06:59:59;NaN
2008-01-19 07:00:00;19,600000000000023
2008-01-20 07:00:00;20,899999999999977
2008-01-20 07:00:01;NaN
2008-01-23 06:59:59;NaN
2008-01-23 07:00:00;19,399999999999977
2008-01-24 07:00:00;21,100000000000023
2008-01-25 07:00:00;20,19999999999999
2008-01-26 07:00:00;19,19999999999999
2008-01-27 07:00:00;18,80000000000001
2008-01-28 07:00:00;19,69999999999999
2008-01-28 07:00:01;NaN
2008-01-30 06:59:59;NaN
2008-01-30 07:00:00;19,899999999999977
2008-01-31 07:00:00;18,30000000000001
2008-02-01 07:00:00;19,100000000000023
2008-02-02 07:00:00;18,600000000000023
2008-02-03 07:00:00;18,19999999999999
2008-02-04 07:00:00;17,600000000000023
2008-02-05 07:00:00;18,100000000000023
2008-02-06 07:00:00;19,80000000000001
2008-02-07 07:00:00;19,100000000000023
2008-02-08 07:00:00;18,19999999999999
2008-02-08 07:00:01;NaN
2008-02-10 06:59:59;NaN
2008-02-10 07:00:00;19,19999999999999
2008-02-11 07:00:00;19
2008-02-12 07:00:00;19,80000000000001
2008-02-13 07:00:00;20
2008-02-14 07:00:00;20,399999999999977
2008-02-15 07:00:00;19,899999999999977
2008-02-16 07:00:00;18,30000000000001
2008-02-17 07:00:00;17,69999999999999
2008-02-18 07:00:00;18,69999999999999
2008-02-19 07:00:00;18,5
2008-02-20 07:00:00;18,100000000000023
2008-02-21 07:00:00;18,100000000000023
2008-02-22 07:00:00;18,69999999999999
2008-02-23 07:00:00;19
2008-02-24 07:00:00;20,19999999999999
2008-02-25 07:00:00;19,600000000000023
2008-02-26 07:00:00;18,80000000000001
2008-02-27 07:00:00;19,80000000000001
2008-02-28 07:00:00;19,19999999999999
2008-02-29 07:00:00;18,899999999999977
2008-03-01 07:00:00;17,600000000000023
2008-03-02 07:00:00;19,5
2008-03-03 07:00:00;20,30000000000001
2008-03-04 07:00:00;18,69999999999999
2008-03-05 07:00:00;18,899999999999977
2008-03-05 07:00:01;NaN
2008-03-08 06:59:59;NaN
2008-03-08 07:00:00;18,899999999999977
2008-03-09 07:00:00;18,19999999999999
2008-03-10 07:00:00;18,5
2008-03-11 07:00:00;18,19999999999999
2008-03-12 07:00:00;16,899999999999977
2008-03-13 07:00:00;17,5
2008-03-14 07:00:00;18,399999999999977
2008-03-15 07:00:00;17,80000000000001
2008-03-16 07:00:00;17,19999999999999
2008-03-17 07:00:00;19,30000000000001
2008-03-18 07:00:00;17,899999999999977
2008-03-19 07:00:00;18,80000000000001
2008-03-20 07:00:00;18,5
2008-03-21 07:00:00;18,30000000000001
2008-03-22 07:00:00;18
2008-03-23 07:00:00;20,100000000000023
2008-03-24 07:00:00;19,600000000000023
2008-03-25 07:00:00;20,600000000000023
2008-03-26 07:00:00;18,100000000000023
2008-03-27 07:00:00;19,69999999999999
2008-03-28 07:00:00;18,899999999999977
2008-03-29 07:00:00;19,69999999999999
2008-03-30 07:00:00;19,69999999999999
2008-03-31 07:00:00;19,19999999999999
2008-04-01 07:00:00;18,399999999999977
2008-04-02 07:00:00;17
2008-04-03 07:00:00;17,30000000000001
2008-04-03 07:00:01;NaN
2008-04-05 06:59:59;NaN
2008-04-05 07:00:00;17
2008-04-06 07:00:00;18,100000000000023
2008-04-07 07:00:00;18,69999999999999
2008-04-08 07:00:00;19,80000000000001
2008-04-09 07:00:00;19,5
2008-04-10 07:00:00;18,600000000000023
2008-04-11 07:00:00;19
2008-04-12 07:00:00;19,5
2008-04-13 07:00:00;19
2008-04-14 07:00:00;18,600000000000023
2008-04-15 07:00:00;19,30000000000001
2008-04-16 07:00:00;18,30000000000001
2008-04-17 07:00:00;17,399999999999977
2008-04-18 07:00:00;20
2008-04-19 07:00:00;20,399999999999977
2008-04-20 07:00:00;19,80000000000001
2008-04-21 07:00:00;19
2008-04-22 07:00:00;19,5
2008-04-23 07:00:00;20
2008-04-24 07:00:00;19
2008-04-25 07:00:00;19,399999999999977
2008-04-26 07:00:00;19,100000000000023
2008-04-27 07:00:00;19,899999999999977
2008-04-28 07:00:00;19,19999999999999
2008-04-29 07:00:00;19,100000000000023
2008-04-30 07:00:00;19,80000000000001
2008-05-01 07:00:00;19,19999999999999
2008-05-02 07:00:00;19,5
2008-05-03 07:00:00;18,69999999999999
2008-05-03 07:00:01;NaN
2008-05-10 06:59:59;NaN
2008-05-10 07:00:00;19,30000000000001
2008-05-11 07:00:00;19,80000000000001
2008-05-12 07:00:00;17,80000000000001
2008-05-13 07:00:00;20,100000000000023
2008-05-14 07:00:00;19,80000000000001
2008-05-15 07:00:00;19,600000000000023
2008-05-16 07:00:00;20,30000000000001
2008-05-17 07:00:00;19,80000000000001
2008-05-18 07:00:00;19,80000000000001
2008-05-19 07:00:00;19,69999999999999
2008-05-20 07:00:00;19,30000000000001
2008-05-21 07:00:00;18,69999999999999
2008-05-22 07:00:00;18,899999999999977
2008-05-23 07:00:00;17,899999999999977
2008-05-24 07:00:00;19,100000000000023
2008-05-24 07:00:01;NaN
2008-05-26 06:59:59;NaN
2008-05-26 07:00:00;17,80000000000001
2008-05-27 07:00:00;19,30000000000001
2008-05-28 07:00:00;18,80000000000001
2008-05-29 07:00:00;18,600000000000023
2008-05-30 07:00:00;18,100000000000023
2008-05-31 07:00:00;18,80000000000001
2008-06-01 07:00:00;18,30000000000001
2008-06-02 07:00:00;19,5
2008-06-03 07:00:00;18,80000000000001
2008-06-04 07:00:00;19,69999999999999
2008-06-05 07:00:00;19,80000000000001
2008-06-06 07:00:00;20,19999999999999
2008-06-06 07:00:01;NaN
2008-06-12 06:59:59;NaN
2008-06-12 07:00:00;19,30000000000001
2008-06-13 07:00:00;19,399999999999977
2008-06-14 07:00:00;20,899999999999977
2008-06-15 07:00:00;18,19999999999999
2008-06-16 07:00:00;19,899999999999977
2008-06-17 07:00:00;20,19999999999999
2008-06-18 07:00:00;19,100000000000023
2008-06-19 07:00:00;19,399999999999977
2008-06-20 07:00:00;19,19999999999999
2008-06-21 07:00:00;19
2008-06-22 07:00:00;19,600000000000023
2008-06-23 07:00:00;18,5
2008-06-24 07:00:00;19,100000000000023
2008-06-25 07:00:00;17,19999999999999
2008-06-26 07:00:00;18
2008-06-27 07:00:00;18,80000000000001
2008-06-28 07:00:00;20,19999999999999
2008-06-29 07:00:00;18,899999999999977
2008-06-30 07:00:00;19
2008-07-01 07:00:00;19,69999999999999
2008-07-02 07:00:00;19,80000000000001
2008-07-03 07:00:00;20,100000000000023
2008-07-04 07:00:00;17,899999999999977
2008-07-05 07:00:00;18,69999999999999
2008-07-06 07:00:00;17,100000000000023
2008-07-07 07:00:00;18,100000000000023
2008-07-08 07:00:00;18,5
2008-07-09 07:00:00;18,399999999999977
2008-07-10 07:00:00;19,899999999999977
2008-07-10 07:00:01;NaN
2008-07-12 06:59:59;NaN
2008-07-12 07:00:00;20,100000000000023
2008-07-13 07:00:00;18,80000000000001
2008-07-14 07:00:00;18,69999999999999
2008-07-15 07:00:00;19,5
2008-07-16 07:00:00;18,5
2008-07-16 07:00:01;NaN
2008-07-18 06:59:59;NaN
2008-07-18 07:00:00;17,899999999999977
2008-07-19 07:00:00;19,100000000000023
2008-07-20 07:00:00;19,5
2008-07-21 07:00:00;19,30000000000001
2008-07-22 07:00:00;19,30000000000001
2008-07-23 07:00:00;18,69999999999999
2008-07-24 07:00:00;19,600000000000023
2008-07-25 07:00:00;19,600000000000023
2008-07-26 07:00:00;19,80000000000001
2008-07-26 07:00:01;NaN
2008-07-28 06:59:59;NaN
2008-07-28 07:00:00;20,399999999999977
2008-07-29 07:00:00;19,30000000000001
2008-07-30 07:00:00;20
2008-07-31 07:00:00;16,30000000000001
2008-08-01 07:00:00;18
2008-08-02 07:00:00;19,600000000000023
2008-08-03 07:00:00;19,30000000000001
2008-08-04 07:00:00;20,69999999999999
2008-08-04 07:00:01;NaN
2008-08-06 06:59:59;NaN
2008-08-06 07:00:00;20,30000000000001
2008-08-07 07:00:00;19,5
2008-08-08 07:00:00;19,100000000000023
2008-08-09 07:00:00;18,19999999999999
2008-08-10 07:00:00;20,5
2008-08-11 07:00:00;19,30000000000001
2008-08-12 07:00:00;17,5
2008-08-13 07:00:00;20,5
2008-08-14 07:00:00;18,30000000000001
2008-08-14 07:00:01;NaN
2008-08-16 06:59:59;NaN
2008-08-16 07:00:00;19
2008-08-17 07:00:00;19,30000000000001
2008-08-18 07:00:00;19,69999999999999
2008-08-19 07:00:00;19
2008-08-20 07:00:00;18
2008-08-21 07:00:00;19,80000000000001
2008-08-22 07:00:00;19,5
2008-08-23 07:00:00;17,80000000000001
2008-08-24 07:00:00;19,30000000000001
2008-08-25 07:00:00;19,600000000000023
2008-08-26 07:00:00;19,19999999999999
2008-08-27 07:00:00;20
2008-08-27 07:00:01;NaN
2008-08-29 06:59:59;NaN
2008-08-29 07:00:00;19,19999999999999
2008-08-30 07:00:00;17,899999999999977
2008-08-31 07:00:00;20
2008-09-01 07:00:00;19,600000000000023
2008-09-02 07:00:00;19,899999999999977
2008-09-03 07:00:00;18,899999999999977
2008-09-04 07:00:00;19,600000000000023
2008-09-05 07:00:00;19,69999999999999
2008-09-06 07:00:00;18,399999999999977
2008-09-07 07:00:00;20,100000000000023
2008-09-08 07:00:00;19,100000000000023
2008-09-09 07:00:00;19,30000000000001
2008-09-10 07:00:00;17
2008-09-11 07:00:00;18,100000000000023
2008-09-12 07:00:00;16,19999999999999
2008-09-13 07:00:00;17,399999999999977
2008-09-14 07:00:00;20,600000000000023
2008-09-15 07:00:00;20,399999999999977
2008-09-16 07:00:00;20
2008-09-17 07:00:00;18,69999999999999
2008-09-18 07:00:00;20
2008-09-19 07:00:00;19,899999999999977
2008-09-20 07:00:00;18,600000000000023
2008-09-21 07:00:00;18,399999999999977
2008-09-22 07:00:00;19,69999999999999
2008-09-23 07:00:00;18,30000000000001
2008-09-24 07:00:00;19,30000000000001
2008-09-25 07:00:00;19,399999999999977
2008-09-26 07:00:00;19,100000000000023
2008-09-27 07:00:00;18,80000000000001
2008-09-28 07:00:00;19,69999999999999
2008-09-29 07:00:00;18,600000000000023
2008-09-30 07:00:00;18,899999999999977
2008-10-01 07:00:00;19,19999999999999
2008-10-02 07:00:00;19,30000000000001
2008-10-02 07:00:01;NaN
2008-10-04 06:59:59;NaN
2008-10-04 07:00:00;18,19999999999999
2008-10-05 07:00:00;17,100000000000023
2008-10-06 07:00:00;19,100000000000023
2008-10-07 07:00:00;19
2008-10-08 07:00:00;17,69999999999999
2008-10-09 07:00:00;19,80000000000001
2008-10-10 07:00:00;19,600000000000023
2008-10-11 07:00:00;16,80000000000001
2008-10-12 07:00:00;18,600000000000023
2008-10-13 07:00:00;19,30000000000001
2008-10-14 07:00:00;19,100000000000023
2008-10-15 07:00:00;18,100000000000023
2008-10-16 07:00:00;18,5
2008-10-17 07:00:00;20
2008-10-18 07:00:00;19
2008-10-19 07:00:00;16,600000000000023
2008-10-20 07:00:00;19,899999999999977
